MarkNo,CaptureNo,ScaleNo,ScaleNoMax,Period,AgeTotal,AgeRiver,AgeLake,Length,SmoltingStatus,MaturationStatus,SpawnStatus,Year,Sex,Origin,HatchYear,AgeAtSmolting,LengthAtSmolting,AgeAtMaturation,LengthAtMaturation,SpawnCount,CaptureYear
NA 4414,1,1,1,River,1,1,0,75,0,0,0,1989,male,wild,1988,3,215,6,585,3,1998
NA 4414,1,1,1,River,2,2,0,150,0,0,0,1990,male,wild,1988,3,215,6,585,3,1998
NA 4414,1,1,1,River,3,3,0,215,1,0,0,1991,male,wild,1988,3,215,6,585,3,1998
NA 4414,1,1,1,Lake,4,3,1,335,1,0,0,1992,male,wild,1988,3,215,6,585,3,1998
NA 4414,1,1,1,Lake,5,3,2,455,1,0,0,1993,male,wild,1988,3,215,6,585,3,1998
NA 4414,1,1,1,Lake,6,3,3,585,1,1,1,1994,male,wild,1988,3,215,6,585,3,1998
NA 4414,1,1,1,Lake,7,3,4,595,1,1,0,1995,male,wild,1988,3,215,6,585,3,1998
NA 4414,1,1,1,Lake,8,3,5,700,1,1,1,1996,male,wild,1988,3,215,6,585,3,1998
NA 4414,1,1,1,Lake,9,3,6,710,1,1,0,1997,male,wild,1988,3,215,6,585,3,1998
NA 4414,1,1,1,Lake,10,3,7,810,1,1,1,1998,male,wild,1988,3,215,6,585,3,1998
NA 4415,1,1,1,Lake,NA,NA,1,245,1,0,0,1990,male,stocked,NA,NA,190,NA,605,3,1998
NA 4415,1,1,1,Lake,NA,NA,2,315,1,0,0,1991,male,stocked,NA,NA,190,NA,605,3,1998
NA 4415,1,1,1,Lake,NA,NA,3,405,1,0,0,1992,male,stocked,NA,NA,190,NA,605,3,1998
NA 4415,1,1,1,Lake,NA,NA,4,490,1,0,0,1993,male,stocked,NA,NA,190,NA,605,3,1998
NA 4415,1,1,1,Lake,NA,NA,5,605,1,1,1,1994,male,stocked,NA,NA,190,NA,605,3,1998
NA 4415,1,1,1,Lake,NA,NA,6,615,1,1,0,1995,male,stocked,NA,NA,190,NA,605,3,1998
NA 4415,1,1,1,Lake,NA,NA,7,700,1,1,1,1996,male,stocked,NA,NA,190,NA,605,3,1998
NA 4415,1,1,1,Lake,NA,NA,8,710,1,1,0,1997,male,stocked,NA,NA,190,NA,605,3,1998
NA 4415,1,1,1,Lake,NA,NA,9,800,1,1,1,1998,male,stocked,NA,NA,190,NA,605,3,1998
NA 4416,1,1,1,Lake,NA,NA,1,385,1,0,0,1996,male,stocked,NA,NA,195,NA,570,1,1998
NA 4416,1,1,1,Lake,NA,NA,2,515,1,0,0,1997,male,stocked,NA,NA,195,NA,570,1,1998
NA 4416,1,1,1,Lake,NA,NA,3,570,1,1,1,1998,male,stocked,NA,NA,195,NA,570,1,1998
NA 4417,1,1,1,River,1,1,0,55,0,0,0,1993,male,wild,1992,4,195,6,475,1,1998
NA 4417,1,1,1,River,2,2,0,110,0,0,0,1994,male,wild,1992,4,195,6,475,1,1998
NA 4417,1,1,1,River,3,3,0,160,0,0,0,1995,male,wild,1992,4,195,6,475,1,1998
NA 4417,1,1,1,River,4,4,0,195,1,0,0,1996,male,wild,1992,4,195,6,475,1,1998
NA 4417,1,1,1,Lake,5,4,1,335,1,0,0,1997,male,wild,1992,4,195,6,475,1,1998
NA 4417,1,1,1,Lake,6,4,2,475,1,1,1,1998,male,wild,1992,4,195,6,475,1,1998
NA 4418,1,1,1,River,1,1,0,65,0,0,0,1992,male,wild,1991,4,250,7,705,1,1998
NA 4418,1,1,1,River,2,2,0,130,0,0,0,1993,male,wild,1991,4,250,7,705,1,1998
NA 4418,1,1,1,River,3,3,0,200,0,0,0,1994,male,wild,1991,4,250,7,705,1,1998
NA 4418,1,1,1,River,4,4,0,250,1,0,0,1995,male,wild,1991,4,250,7,705,1,1998
NA 4418,1,1,1,Lake,5,4,1,385,1,0,0,1996,male,wild,1991,4,250,7,705,1,1998
NA 4418,1,1,1,Lake,6,4,2,560,1,0,0,1997,male,wild,1991,4,250,7,705,1,1998
NA 4418,1,1,1,Lake,7,4,3,705,1,1,1,1998,male,wild,1991,4,250,7,705,1,1998
NA 4419,1,1,1,Lake,NA,NA,1,325,1,0,0,1996,male,stocked,NA,NA,200,NA,570,1,1998
NA 4419,1,1,1,Lake,NA,NA,2,455,1,0,0,1997,male,stocked,NA,NA,200,NA,570,1,1998
NA 4419,1,1,1,Lake,NA,NA,3,570,1,1,1,1998,male,stocked,NA,NA,200,NA,570,1,1998
NA 4420,1,1,1,Lake,NA,NA,1,455,1,0,0,1994,female,stocked,NA,NA,260,NA,700,2,1998
NA 4420,1,1,1,Lake,NA,NA,2,600,1,0,0,1995,female,stocked,NA,NA,260,NA,700,2,1998
NA 4420,1,1,1,Lake,NA,NA,3,700,1,1,1,1996,female,stocked,NA,NA,260,NA,700,2,1998
NA 4420,1,1,1,Lake,NA,NA,4,710,1,1,0,1997,female,stocked,NA,NA,260,NA,700,2,1998
NA 4420,1,1,1,Lake,NA,NA,5,780,1,1,1,1998,female,stocked,NA,NA,260,NA,700,2,1998
NA 4421,1,1,1,River,1,1,0,90,0,0,0,1992,male,wild,1991,4,265,7,660,1,1998
NA 4421,1,1,1,River,2,2,0,160,0,0,0,1993,male,wild,1991,4,265,7,660,1,1998
NA 4421,1,1,1,River,3,3,0,225,0,0,0,1994,male,wild,1991,4,265,7,660,1,1998
NA 4421,1,1,1,River,4,4,0,265,1,0,0,1995,male,wild,1991,4,265,7,660,1,1998
NA 4421,1,1,1,Lake,5,4,1,405,1,0,0,1996,male,wild,1991,4,265,7,660,1,1998
NA 4421,1,1,1,Lake,6,4,2,530,1,0,0,1997,male,wild,1991,4,265,7,660,1,1998
NA 4421,1,1,1,Lake,7,4,3,660,1,1,1,1998,male,wild,1991,4,265,7,660,1,1998
NA 4422,1,1,1,Lake,NA,NA,1,315,1,0,0,1994,female,stocked,NA,NA,240,NA,700,1,1998
NA 4422,1,1,1,Lake,NA,NA,2,380,1,0,0,1995,female,stocked,NA,NA,240,NA,700,1,1998
NA 4422,1,1,1,Lake,NA,NA,3,465,1,0,0,1996,female,stocked,NA,NA,240,NA,700,1,1998
NA 4422,1,1,1,Lake,NA,NA,4,575,1,0,0,1997,female,stocked,NA,NA,240,NA,700,1,1998
NA 4422,1,1,1,Lake,NA,NA,5,700,1,1,1,1998,female,stocked,NA,NA,240,NA,700,1,1998
NA 4423,1,1,1,Lake,NA,NA,1,320,1,0,0,1996,female,stocked,NA,NA,160,NA,620,1,1998
NA 4423,1,1,1,Lake,NA,NA,2,485,1,0,0,1997,female,stocked,NA,NA,160,NA,620,1,1998
NA 4423,1,1,1,Lake,NA,NA,3,620,1,1,1,1998,female,stocked,NA,NA,160,NA,620,1,1998
NA 4424,1,1,1,Lake,NA,NA,1,280,1,0,0,1995,female,stocked,NA,NA,170,NA,670,1,1998
NA 4424,1,1,1,Lake,NA,NA,2,405,1,0,0,1996,female,stocked,NA,NA,170,NA,670,1,1998
NA 4424,1,1,1,Lake,NA,NA,3,520,1,0,0,1997,female,stocked,NA,NA,170,NA,670,1,1998
NA 4424,1,1,1,Lake,NA,NA,4,670,1,1,1,1998,female,stocked,NA,NA,170,NA,670,1,1998
NA 4425,1,1,1,Lake,NA,NA,1,370,1,0,0,1994,male,stocked,NA,NA,265,NA,590,2,1998
NA 4425,1,1,1,Lake,NA,NA,2,470,1,0,0,1995,male,stocked,NA,NA,265,NA,590,2,1998
NA 4425,1,1,1,Lake,NA,NA,3,590,1,1,1,1996,male,stocked,NA,NA,265,NA,590,2,1998
NA 4425,1,1,1,Lake,NA,NA,4,600,1,1,0,1997,male,stocked,NA,NA,265,NA,590,2,1998
NA 4425,1,1,1,Lake,NA,NA,5,740,1,1,1,1998,male,stocked,NA,NA,265,NA,590,2,1998
NA 4426,1,1,1,Lake,NA,NA,1,210,1,0,0,1995,female,stocked,NA,NA,140,NA,500,1,1998
NA 4426,1,1,1,Lake,NA,NA,2,295,1,0,0,1996,female,stocked,NA,NA,140,NA,500,1,1998
NA 4426,1,1,1,Lake,NA,NA,3,395,1,0,0,1997,female,stocked,NA,NA,140,NA,500,1,1998
NA 4426,1,1,1,Lake,NA,NA,4,500,1,1,1,1998,female,stocked,NA,NA,140,NA,500,1,1998
NA 4427,1,1,1,River,1,1,0,55,0,0,0,1992,female,wild,1991,4,245,7,605,1,1998
NA 4427,1,1,1,River,2,2,0,115,0,0,0,1993,female,wild,1991,4,245,7,605,1,1998
NA 4427,1,1,1,River,3,3,0,190,0,0,0,1994,female,wild,1991,4,245,7,605,1,1998
NA 4427,1,1,1,River,4,4,0,245,1,0,0,1995,female,wild,1991,4,245,7,605,1,1998
NA 4427,1,1,1,Lake,5,4,1,355,1,0,0,1996,female,wild,1991,4,245,7,605,1,1998
NA 4427,1,1,1,Lake,6,4,2,480,1,0,0,1997,female,wild,1991,4,245,7,605,1,1998
NA 4427,1,1,1,Lake,7,4,3,605,1,1,1,1998,female,wild,1991,4,245,7,605,1,1998
NA 4428,1,1,1,Lake,NA,NA,1,275,1,0,0,1996,female,stocked,NA,NA,195,NA,550,1,1998
NA 4428,1,1,1,Lake,NA,NA,2,405,1,0,0,1997,female,stocked,NA,NA,195,NA,550,1,1998
NA 4428,1,1,1,Lake,NA,NA,3,550,1,1,1,1998,female,stocked,NA,NA,195,NA,550,1,1998
NA 4429,1,1,1,Lake,NA,NA,1,340,1,0,0,1995,male,stocked,NA,NA,245,NA,660,1,1998
NA 4429,1,1,1,Lake,NA,NA,2,415,1,0,0,1996,male,stocked,NA,NA,245,NA,660,1,1998
NA 4429,1,1,1,Lake,NA,NA,3,525,1,0,0,1997,male,stocked,NA,NA,245,NA,660,1,1998
NA 4429,1,1,1,Lake,NA,NA,4,660,1,1,1,1998,male,stocked,NA,NA,245,NA,660,1,1998
NA 4430,1,1,1,Lake,NA,NA,1,285,1,0,0,1994,female,stocked,NA,NA,195,NA,560,2,1998
NA 4430,1,1,1,Lake,NA,NA,2,420,1,0,0,1995,female,stocked,NA,NA,195,NA,560,2,1998
NA 4430,1,1,1,Lake,NA,NA,3,560,1,1,1,1996,female,stocked,NA,NA,195,NA,560,2,1998
NA 4430,1,1,1,Lake,NA,NA,4,570,1,1,0,1997,female,stocked,NA,NA,195,NA,560,2,1998
NA 4430,1,1,1,Lake,NA,NA,5,690,1,1,1,1998,female,stocked,NA,NA,195,NA,560,2,1998
NA 4431,1,1,1,River,1,1,0,110,0,0,0,1992,female,wild,1991,3,240,7,680,1,1998
NA 4431,1,1,1,River,2,2,0,175,0,0,0,1993,female,wild,1991,3,240,7,680,1,1998
NA 4431,1,1,1,River,3,3,0,240,1,0,0,1994,female,wild,1991,3,240,7,680,1,1998
NA 4431,1,1,1,Lake,4,3,1,360,1,0,0,1995,female,wild,1991,3,240,7,680,1,1998
NA 4431,1,1,1,Lake,5,3,2,465,1,0,0,1996,female,wild,1991,3,240,7,680,1,1998
NA 4431,1,1,1,Lake,6,3,3,570,1,0,0,1997,female,wild,1991,3,240,7,680,1,1998
NA 4431,1,1,1,Lake,7,3,4,680,1,1,1,1998,female,wild,1991,3,240,7,680,1,1998
NA 4432,1,1,1,Lake,NA,NA,1,360,1,0,0,1994,female,stocked,NA,NA,260,NA,590,2,1998
NA 4432,1,1,1,Lake,NA,NA,2,465,1,0,0,1995,female,stocked,NA,NA,260,NA,590,2,1998
NA 4432,1,1,1,Lake,NA,NA,3,590,1,1,1,1996,female,stocked,NA,NA,260,NA,590,2,1998
NA 4432,1,1,1,Lake,NA,NA,4,600,1,1,0,1997,female,stocked,NA,NA,260,NA,590,2,1998
NA 4432,1,1,1,Lake,NA,NA,5,710,1,1,1,1998,female,stocked,NA,NA,260,NA,590,2,1998
NA 4433,1,1,1,River,1,1,0,75,0,0,0,1992,female,wild,1991,3,225,7,720,1,1998
NA 4433,1,1,1,River,2,2,0,175,0,0,0,1993,female,wild,1991,3,225,7,720,1,1998
NA 4433,1,1,1,River,3,3,0,225,1,0,0,1994,female,wild,1991,3,225,7,720,1,1998
NA 4433,1,1,1,Lake,4,3,1,325,1,0,0,1995,female,wild,1991,3,225,7,720,1,1998
NA 4433,1,1,1,Lake,5,3,2,455,1,0,0,1996,female,wild,1991,3,225,7,720,1,1998
NA 4433,1,1,1,Lake,6,3,3,580,1,0,0,1997,female,wild,1991,3,225,7,720,1,1998
NA 4433,1,1,1,Lake,7,3,4,720,1,1,1,1998,female,wild,1991,3,225,7,720,1,1998
NA 4434,1,1,1,River,1,1,0,45,0,0,0,1990,female,wild,1989,4,240,7,510,2,1998
NA 4434,1,1,1,River,2,2,0,125,0,0,0,1991,female,wild,1989,4,240,7,510,2,1998
NA 4434,1,1,1,River,3,3,0,185,0,0,0,1992,female,wild,1989,4,240,7,510,2,1998
NA 4434,1,1,1,River,4,4,0,240,1,0,0,1993,female,wild,1989,4,240,7,510,2,1998
NA 4434,1,1,1,Lake,5,4,1,325,1,0,0,1994,female,wild,1989,4,240,7,510,2,1998
NA 4434,1,1,1,Lake,6,4,2,415,1,0,0,1995,female,wild,1989,4,240,7,510,2,1998
NA 4434,1,1,1,Lake,7,4,3,510,1,1,1,1996,female,wild,1989,4,240,7,510,2,1998
NA 4434,1,1,1,Lake,8,4,4,520,1,1,0,1997,female,wild,1989,4,240,7,510,2,1998
NA 4434,1,1,1,Lake,9,4,5,645,1,1,1,1998,female,wild,1989,4,240,7,510,2,1998
NA 4435,1,1,1,River,1,1,0,75,0,0,0,1990,male,wild,1989,4,275,7,680,2,1998
NA 4435,1,1,1,River,2,2,0,140,0,0,0,1991,male,wild,1989,4,275,7,680,2,1998
NA 4435,1,1,1,River,3,3,0,205,0,0,0,1992,male,wild,1989,4,275,7,680,2,1998
NA 4435,1,1,1,River,4,4,0,275,1,0,0,1993,male,wild,1989,4,275,7,680,2,1998
NA 4435,1,1,1,Lake,5,4,1,435,1,0,0,1994,male,wild,1989,4,275,7,680,2,1998
NA 4435,1,1,1,Lake,6,4,2,570,1,0,0,1995,male,wild,1989,4,275,7,680,2,1998
NA 4435,1,1,1,Lake,7,4,3,680,1,1,1,1996,male,wild,1989,4,275,7,680,2,1998
NA 4435,1,1,1,Lake,8,4,4,695,1,1,0,1997,male,wild,1989,4,275,7,680,2,1998
NA 4435,1,1,1,Lake,9,4,5,770,1,1,1,1998,male,wild,1989,4,275,7,680,2,1998
NA 4436,1,1,1,River,1,1,0,55,0,0,0,1990,female,wild,1989,4,215,7,700,2,1998
NA 4436,1,1,1,River,2,2,0,105,0,0,0,1991,female,wild,1989,4,215,7,700,2,1998
NA 4436,1,1,1,River,3,3,0,145,0,0,0,1992,female,wild,1989,4,215,7,700,2,1998
NA 4436,1,1,1,River,4,4,0,215,1,0,0,1993,female,wild,1989,4,215,7,700,2,1998
NA 4436,1,1,1,Lake,5,4,1,395,1,0,0,1994,female,wild,1989,4,215,7,700,2,1998
NA 4436,1,1,1,Lake,6,4,2,550,1,0,0,1995,female,wild,1989,4,215,7,700,2,1998
NA 4436,1,1,1,Lake,7,4,3,700,1,1,1,1996,female,wild,1989,4,215,7,700,2,1998
NA 4436,1,1,1,Lake,8,4,4,710,1,1,0,1997,female,wild,1989,4,215,7,700,2,1998
NA 4436,1,1,1,Lake,9,4,5,800,1,1,1,1998,female,wild,1989,4,215,7,700,2,1998
NA 4437,1,1,1,Lake,NA,NA,1,235,1,0,0,1995,male,stocked,NA,NA,175,NA,585,1,1998
NA 4437,1,1,1,Lake,NA,NA,2,330,1,0,0,1996,male,stocked,NA,NA,175,NA,585,1,1998
NA 4437,1,1,1,Lake,NA,NA,3,470,1,0,0,1997,male,stocked,NA,NA,175,NA,585,1,1998
NA 4437,1,1,1,Lake,NA,NA,4,585,1,1,1,1998,male,stocked,NA,NA,175,NA,585,1,1998
NA 4438,1,1,1,Lake,NA,NA,1,295,1,0,0,1995,female,stocked,NA,NA,225,NA,650,1,1998
NA 4438,1,1,1,Lake,NA,NA,2,385,1,0,0,1996,female,stocked,NA,NA,225,NA,650,1,1998
NA 4438,1,1,1,Lake,NA,NA,3,515,1,0,0,1997,female,stocked,NA,NA,225,NA,650,1,1998
NA 4438,1,1,1,Lake,NA,NA,4,650,1,1,1,1998,female,stocked,NA,NA,225,NA,650,1,1998
NA 4439,1,1,1,Lake,NA,NA,1,425,1,0,0,1996,male,stocked,NA,NA,275,NA,670,1,1998
NA 4439,1,1,1,Lake,NA,NA,2,550,1,0,0,1997,male,stocked,NA,NA,275,NA,670,1,1998
NA 4439,1,1,1,Lake,NA,NA,3,670,1,1,1,1998,male,stocked,NA,NA,275,NA,670,1,1998
NA 4441,1,1,1,Lake,NA,NA,1,395,1,0,0,1994,female,stocked,NA,NA,260,NA,625,2,1998
NA 4441,1,1,1,Lake,NA,NA,2,525,1,0,0,1995,female,stocked,NA,NA,260,NA,625,2,1998
NA 4441,1,1,1,Lake,NA,NA,3,625,1,1,1,1996,female,stocked,NA,NA,260,NA,625,2,1998
NA 4441,1,1,1,Lake,NA,NA,4,635,1,1,0,1997,female,stocked,NA,NA,260,NA,625,2,1998
NA 4441,1,1,1,Lake,NA,NA,5,740,1,1,1,1998,female,stocked,NA,NA,260,NA,625,2,1998
NA 4442,1,1,1,Lake,NA,NA,1,350,1,0,0,1995,female,stocked,NA,NA,235,NA,665,1,1998
NA 4442,1,1,1,Lake,NA,NA,2,445,1,0,0,1996,female,stocked,NA,NA,235,NA,665,1,1998
NA 4442,1,1,1,Lake,NA,NA,3,545,1,0,0,1997,female,stocked,NA,NA,235,NA,665,1,1998
NA 4442,1,1,1,Lake,NA,NA,4,665,1,1,1,1998,female,stocked,NA,NA,235,NA,665,1,1998
NA 4443,1,1,1,Lake,NA,NA,1,335,1,0,0,1996,male,stocked,NA,NA,245,NA,565,1,1998
NA 4443,1,1,1,Lake,NA,NA,2,485,1,0,0,1997,male,stocked,NA,NA,245,NA,565,1,1998
NA 4443,1,1,1,Lake,NA,NA,3,565,1,1,1,1998,male,stocked,NA,NA,245,NA,565,1,1998
NA 4444,1,1,1,Lake,NA,NA,1,425,1,0,0,1994,female,stocked,NA,NA,255,NA,705,2,1998
NA 4444,1,1,1,Lake,NA,NA,2,570,1,0,0,1995,female,stocked,NA,NA,255,NA,705,2,1998
NA 4444,1,1,1,Lake,NA,NA,3,705,1,1,1,1996,female,stocked,NA,NA,255,NA,705,2,1998
NA 4444,1,1,1,Lake,NA,NA,4,715,1,1,0,1997,female,stocked,NA,NA,255,NA,705,2,1998
NA 4444,1,1,1,Lake,NA,NA,5,800,1,1,1,1998,female,stocked,NA,NA,255,NA,705,2,1998
NA 4445,1,1,1,Lake,NA,NA,1,365,1,0,0,1995,female,stocked,NA,NA,215,NA,730,1,1998
NA 4445,1,1,1,Lake,NA,NA,2,485,1,0,0,1996,female,stocked,NA,NA,215,NA,730,1,1998
NA 4445,1,1,1,Lake,NA,NA,3,615,1,0,0,1997,female,stocked,NA,NA,215,NA,730,1,1998
NA 4445,1,1,1,Lake,NA,NA,4,730,1,1,1,1998,female,stocked,NA,NA,215,NA,730,1,1998
NA 4446,1,1,1,Lake,NA,NA,1,325,1,0,0,1996,female,stocked,NA,NA,200,NA,620,1,1998
NA 4446,1,1,1,Lake,NA,NA,2,480,1,0,0,1997,female,stocked,NA,NA,200,NA,620,1,1998
NA 4446,1,1,1,Lake,NA,NA,3,620,1,1,1,1998,female,stocked,NA,NA,200,NA,620,1,1998
NA 4447,1,1,1,Lake,NA,NA,1,365,1,0,0,1994,female,stocked,NA,NA,235,NA,545,2,1998
NA 4447,1,1,1,Lake,NA,NA,2,465,1,0,0,1995,female,stocked,NA,NA,235,NA,545,2,1998
NA 4447,1,1,1,Lake,NA,NA,3,545,1,1,1,1996,female,stocked,NA,NA,235,NA,545,2,1998
NA 4447,1,1,1,Lake,NA,NA,4,610,1,1,0,1997,female,stocked,NA,NA,235,NA,545,2,1998
NA 4447,1,1,1,Lake,NA,NA,5,700,1,1,1,1998,female,stocked,NA,NA,235,NA,545,2,1998
NA 4448,1,1,1,Lake,NA,NA,1,310,1,0,0,1996,female,stocked,NA,NA,215,NA,580,1,1998
NA 4448,1,1,1,Lake,NA,NA,2,440,1,0,0,1997,female,stocked,NA,NA,215,NA,580,1,1998
NA 4448,1,1,1,Lake,NA,NA,3,580,1,1,1,1998,female,stocked,NA,NA,215,NA,580,1,1998
NA 4449,1,1,1,Lake,NA,NA,1,360,1,0,0,1997,male,stocked,NA,NA,200,NA,580,1,1998
NA 4449,1,1,1,Lake,NA,NA,2,580,1,1,1,1998,male,stocked,NA,NA,200,NA,580,1,1998
NA 4450,1,1,1,Lake,NA,NA,1,325,1,0,0,1997,male,stocked,NA,NA,205,NA,500,1,1998
NA 4450,1,1,1,Lake,NA,NA,2,500,1,1,1,1998,male,stocked,NA,NA,205,NA,500,1,1998
NA 4451,1,1,1,Lake,NA,NA,1,365,1,0,0,1995,male,stocked,NA,NA,235,NA,485,2,1998
NA 4451,1,1,1,Lake,NA,NA,2,485,1,1,1,1996,male,stocked,NA,NA,235,NA,485,2,1998
NA 4451,1,1,1,Lake,NA,NA,3,535,1,1,0,1997,male,stocked,NA,NA,235,NA,485,2,1998
NA 4451,1,1,1,Lake,NA,NA,4,620,1,1,1,1998,male,stocked,NA,NA,235,NA,485,2,1998
NA 4452,1,1,1,Lake,NA,NA,1,365,1,0,0,1996,female,stocked,NA,NA,220,NA,615,1,1998
NA 4452,1,1,1,Lake,NA,NA,2,500,1,0,0,1997,female,stocked,NA,NA,220,NA,615,1,1998
NA 4452,1,1,1,Lake,NA,NA,3,615,1,1,1,1998,female,stocked,NA,NA,220,NA,615,1,1998
NA 4453,1,1,1,Lake,NA,NA,1,295,1,0,0,1994,female,stocked,NA,NA,225,NA,495,2,1998
NA 4453,1,1,1,Lake,NA,NA,2,395,1,0,0,1995,female,stocked,NA,NA,225,NA,495,2,1998
NA 4453,1,1,1,Lake,NA,NA,3,495,1,1,1,1996,female,stocked,NA,NA,225,NA,495,2,1998
NA 4453,1,1,1,Lake,NA,NA,4,585,1,1,0,1997,female,stocked,NA,NA,225,NA,495,2,1998
NA 4453,1,1,1,Lake,NA,NA,5,640,1,1,1,1998,female,stocked,NA,NA,225,NA,495,2,1998
NA 4454,1,1,1,Lake,NA,NA,1,320,1,0,0,1996,female,stocked,NA,NA,205,NA,560,1,1998
NA 4454,1,1,1,Lake,NA,NA,2,425,1,0,0,1997,female,stocked,NA,NA,205,NA,560,1,1998
NA 4454,1,1,1,Lake,NA,NA,3,560,1,1,1,1998,female,stocked,NA,NA,205,NA,560,1,1998
NA 4455,1,1,1,Lake,NA,NA,1,380,1,0,0,1991,female,stocked,NA,NA,225,NA,560,4,1998
NA 4455,1,1,1,Lake,NA,NA,2,560,1,1,1,1992,female,stocked,NA,NA,225,NA,560,4,1998
NA 4455,1,1,1,Lake,NA,NA,3,570,1,1,0,1993,female,stocked,NA,NA,225,NA,560,4,1998
NA 4455,1,1,1,Lake,NA,NA,4,680,1,1,1,1994,female,stocked,NA,NA,225,NA,560,4,1998
NA 4455,1,1,1,Lake,NA,NA,5,690,1,1,0,1995,female,stocked,NA,NA,225,NA,560,4,1998
NA 4455,1,1,1,Lake,NA,NA,6,770,1,1,1,1996,female,stocked,NA,NA,225,NA,560,4,1998
NA 4455,1,1,1,Lake,NA,NA,7,780,1,1,0,1997,female,stocked,NA,NA,225,NA,560,4,1998
NA 4455,1,1,1,Lake,NA,NA,8,830,1,1,1,1998,female,stocked,NA,NA,225,NA,560,4,1998
NA 4456,1,1,1,Lake,NA,NA,1,385,1,0,0,1992,female,stocked,NA,NA,260,NA,580,3,1998
NA 4456,1,1,1,Lake,NA,NA,2,485,1,0,0,1993,female,stocked,NA,NA,260,NA,580,3,1998
NA 4456,1,1,1,Lake,NA,NA,3,580,1,1,1,1994,female,stocked,NA,NA,260,NA,580,3,1998
NA 4456,1,1,1,Lake,NA,NA,4,595,1,1,0,1995,female,stocked,NA,NA,260,NA,580,3,1998
NA 4456,1,1,1,Lake,NA,NA,5,720,1,1,1,1996,female,stocked,NA,NA,260,NA,580,3,1998
NA 4456,1,1,1,Lake,NA,NA,6,735,1,1,0,1997,female,stocked,NA,NA,260,NA,580,3,1998
NA 4456,1,1,1,Lake,NA,NA,7,840,1,1,1,1998,female,stocked,NA,NA,260,NA,580,3,1998
NA 4457,1,1,1,River,1,1,0,40,0,0,0,1991,female,wild,1990,5,285,8,600,1,1998
NA 4457,1,1,1,River,2,2,0,115,0,0,0,1992,female,wild,1990,5,285,8,600,1,1998
NA 4457,1,1,1,River,3,3,0,165,0,0,0,1993,female,wild,1990,5,285,8,600,1,1998
NA 4457,1,1,1,River,4,4,0,225,0,0,0,1994,female,wild,1990,5,285,8,600,1,1998
NA 4457,1,1,1,River,5,5,0,285,1,0,0,1995,female,wild,1990,5,285,8,600,1,1998
NA 4457,1,1,1,Lake,6,5,1,385,1,0,0,1996,female,wild,1990,5,285,8,600,1,1998
NA 4457,1,1,1,Lake,7,5,2,535,1,0,0,1997,female,wild,1990,5,285,8,600,1,1998
NA 4457,1,1,1,Lake,8,5,3,600,1,1,1,1998,female,wild,1990,5,285,8,600,1,1998
NA 4458,1,1,1,River,1,1,0,80,0,0,0,1992,female,wild,1991,4,270,7,580,1,1998
NA 4458,1,1,1,River,2,2,0,155,0,0,0,1993,female,wild,1991,4,270,7,580,1,1998
NA 4458,1,1,1,River,3,3,0,215,0,0,0,1994,female,wild,1991,4,270,7,580,1,1998
NA 4458,1,1,1,River,4,4,0,270,1,0,0,1995,female,wild,1991,4,270,7,580,1,1998
NA 4458,1,1,1,Lake,5,4,1,365,1,0,0,1996,female,wild,1991,4,270,7,580,1,1998
NA 4458,1,1,1,Lake,6,4,2,460,1,0,0,1997,female,wild,1991,4,270,7,580,1,1998
NA 4458,1,1,1,Lake,7,4,3,580,1,1,1,1998,female,wild,1991,4,270,7,580,1,1998
NA 4459,1,1,1,River,1,1,0,80,0,0,0,1991,female,wild,1990,3,255,6,630,2,1998
NA 4459,1,1,1,River,2,2,0,185,0,0,0,1992,female,wild,1990,3,255,6,630,2,1998
NA 4459,1,1,1,River,3,3,0,255,1,0,0,1993,female,wild,1990,3,255,6,630,2,1998
NA 4459,1,1,1,Lake,4,3,1,430,1,0,0,1994,female,wild,1990,3,255,6,630,2,1998
NA 4459,1,1,1,Lake,5,3,2,560,1,0,0,1995,female,wild,1990,3,255,6,630,2,1998
NA 4459,1,1,1,Lake,6,3,3,630,1,1,1,1996,female,wild,1990,3,255,6,630,2,1998
NA 4459,1,1,1,Lake,7,3,4,640,1,1,0,1997,female,wild,1990,3,255,6,630,2,1998
NA 4459,1,1,1,Lake,8,3,5,720,1,1,1,1998,female,wild,1990,3,255,6,630,2,1998
NA 4460,1,1,1,River,1,1,0,60,0,0,0,1992,female,wild,1991,4,235,7,660,1,1998
NA 4460,1,1,1,River,2,2,0,135,0,0,0,1993,female,wild,1991,4,235,7,660,1,1998
NA 4460,1,1,1,River,3,3,0,195,0,0,0,1994,female,wild,1991,4,235,7,660,1,1998
NA 4460,1,1,1,River,4,4,0,235,1,0,0,1995,female,wild,1991,4,235,7,660,1,1998
NA 4460,1,1,1,Lake,5,4,1,335,1,0,0,1996,female,wild,1991,4,235,7,660,1,1998
NA 4460,1,1,1,Lake,6,4,2,510,1,0,0,1997,female,wild,1991,4,235,7,660,1,1998
NA 4460,1,1,1,Lake,7,4,3,660,1,1,1,1998,female,wild,1991,4,235,7,660,1,1998
NA 4461,1,1,1,Lake,NA,NA,1,325,1,0,0,1994,female,stocked,NA,NA,185,NA,585,2,1998
NA 4461,1,1,1,Lake,NA,NA,2,475,1,0,0,1995,female,stocked,NA,NA,185,NA,585,2,1998
